,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,Jinchang,38.4953,102.1739,88.2,45,8,8.57,CN,1660280302
357,Merauke,-8.4667,140.3333,80.58,72,74,15.79,ID,1660280253
358,Altamont,42.2068,-121.7372,63.9,36,0,5.57,US,1660280307
359,Nueva Rosita,27.95,-101.2167,76.77,76,69,6.22,MX,1660280308
360,Broken Hill,-31.95,141.4333,56.26,58,50,19.51,AU,1660280191
361,Lubaczów,50.157,23.1234,55.51,80,1,3.0,PL,1660280311
362,Manggar,-2.8833,108.2667,85.15,72,51,10.65,ID,1660280312
363,Viloco,-16.95,-67.55,39.87,37,0,1.79,BO,1660280314
364,Minot,48.2325,-101.2963,63.81,45,100,11.72,US,1660280182
365,Sambava,-14.2667,50.1667,69.19,84,99,11.5,MG,1660280063
366,Gal'bshtadt,53.2264,78.9845,76.53,53,4,9.48,RU,1660280318
367,Puerto Madryn,-42.7692,-65.0385,49.98,63,81,11.41,AR,1660280092
368,Davila,18.4726,120.5763,85.98,71,83,5.03,PH,1660280320
369,Changping,40.2186,116.2197,85.64,64,97,2.86,CN,1660280322
370,Alofi,-19.0595,-169.9187,78.69,83,58,6.91,NU,1660280323
371,Bulgan,48.8125,103.5347,70.34,58,10,5.21,MN,1660280324
372,Mutoko,-17.397,32.2268,52.21,69,0,2.77,ZW,1660280326
373,Kasane,-17.8167,25.15,48.29,71,0,2.3,BW,1660280327
374,Padang,-0.9492,100.3543,84.25,73,37,5.5,ID,1660280328
375,Sungai Penuh,-2.0833,101.3833,76.91,73,53,3.36,ID,1660280330
376,Kruisfontein,-34.0033,24.7314,51.89,94,100,6.38,ZA,1660280331
377,Carutapera,-1.195,-46.02,76.01,85,28,6.13,BR,1660280333
378,Antsla,57.8256,26.5406,62.83,74,39,5.1,EE,1660280335
379,Mitsamiouli,-11.3847,43.2844,75.49,69,75,9.22,KM,1660280336
380,Vanimo,-2.6741,141.3028,82.85,76,42,5.95,PG,1660280337
381,Dibulla,11.2725,-73.3091,77.83,86,100,4.45,CO,1660280339
382,Ponta do Sol,32.6667,-17.1,69.71,77,11,3.4,PT,1660280340
383,Kudahuvadhoo,2.6708,72.8944,81.73,76,88,5.48,MV,1660280341
384,Ulaangom,49.9811,92.0667,72.7,52,26,6.71,MN,1660280343
385,Port Hardy,50.6996,-127.4199,60.98,82,20,4.61,CA,1660280344
386,Beloha,-25.1667,45.05,66.61,59,0,11.41,MG,1660280347
387,Methóni,36.8197,21.7049,79.21,63,5,2.59,GR,1660280348
388,Maunabo,18.0072,-65.8993,80.89,82,98,11.41,PR,1660280350
389,Port Hedland,-20.3167,118.5667,80.65,24,22,17.27,AU,1660280351
390,Terrace Bay,48.7834,-87.1,51.3,71,0,2.8,CA,1660280352
391,Abu Dhabi,24.4667,54.3667,95.11,80,72,5.75,AE,1660280155
392,Halifax,44.6453,-63.5724,66.52,93,95,4.0,CA,1660280345
393,Sittwe,20.15,92.9,82.0,81,95,9.48,MM,1660280356
394,Ves'yegonsk,58.664,37.2604,64.8,63,96,8.72,RU,1660280357
395,Volkhov,59.9258,32.3382,63.86,80,89,7.58,RU,1660280359
396,Progreso,21.2833,-89.6667,78.12,88,38,7.14,MX,1660280360
397,Tazovsky,67.4667,78.7,53.83,66,100,12.3,RU,1660280361
398,Karpinsk,59.7654,60.0085,64.89,55,95,10.36,RU,1660280363
399,Uglovoye,44.8215,33.6045,72.01,65,0,1.48,UA,1660280365
400,São João da Barra,-21.6403,-41.0511,64.4,84,23,11.03,BR,1660280367
401,Iwaki,37.05,140.8833,92.01,73,100,1.01,JP,1660280369
402,Bonoua,5.2741,-3.595,74.82,91,99,6.06,CI,1660280370
403,Korla,41.7597,86.1469,92.08,22,81,18.16,CN,1660280371
404,Bermeo,43.4209,-2.7215,73.24,88,13,10.6,ES,1660280373
405,Maiduguri,11.8464,13.1603,71.71,87,100,10.42,NG,1660280374
406,Karpathos,35.507,27.2132,75.16,83,20,28.77,GR,1660280375
407,Devils Lake,48.1128,-98.8651,66.94,75,100,5.99,US,1660280377
408,Cabedelo,-6.9811,-34.8339,72.27,84,19,5.46,BR,1660280378
409,Marzuq,14.4,46.4667,79.88,57,75,9.15,YE,1660280379
410,Viseu,40.661,-7.9097,58.21,88,0,1.9,PT,1660280381
411,Neturhāt,23.4833,84.2667,69.49,93,100,5.75,IN,1660280382
412,Yeniseysk,58.4497,92.1703,69.44,40,7,4.27,RU,1660280383
413,Karabanovo,56.3167,38.7,64.45,58,28,3.4,RU,1660280385
414,Nyzy,50.7828,34.7844,70.77,71,97,14.65,UA,1660280386
415,Sur,22.5667,59.5289,93.04,51,100,5.37,OM,1660280389
416,Gandai,21.6667,81.1,77.22,88,100,10.38,IN,1660280390
417,Impfondo,1.6381,18.0667,70.79,92,100,3.09,CG,1660280391
418,Christchurch,-43.5333,172.6333,47.48,59,20,5.75,NZ,1660280192
419,Burnie,-41.0667,145.9167,51.94,83,94,7.09,AU,1660280394
420,Turukhansk,65.8167,87.9833,60.69,41,76,6.35,RU,1660280395
421,Makkah al Mukarramah,21.4267,39.8261,87.26,67,82,3.91,SA,1660280197
422,Odienné,9.51,-7.5692,69.6,97,100,4.07,CI,1660280397
423,Ukiah,39.1502,-123.2078,67.89,56,0,6.91,US,1660279996
424,Along,28.1667,94.7667,94.28,49,81,2.46,IN,1660280400
425,Nālūt,30.3333,10.85,78.82,36,0,8.81,LY,1660280401
426,Barra Patuca,15.8,-84.2833,78.55,86,10,3.91,HN,1660280405
427,Anadyr,64.75,177.4833,61.3,67,40,6.71,RU,1660280408
428,Tomatlán,19.9333,-105.25,76.57,94,100,2.91,MX,1660280409
429,Marrakesh,31.6315,-8.0083,78.87,50,0,4.61,MA,1660280337
430,Siswā Bāzār,27.15,83.7667,90.3,61,14,14.97,IN,1660280413
431,Havøysund,70.9963,24.6622,50.23,88,100,38.7,NO,1660280416
432,Samarai,-10.6167,150.6667,76.78,92,99,20.31,PG,1660280417
433,Laurel,39.0993,-76.8483,76.51,77,0,4.61,US,1660280349
434,Armidale,-30.5167,151.65,50.59,84,100,8.79,AU,1660280419
435,Gizo Government Station,-8.103,156.8419,82.76,72,100,6.11,SB,1660280421
436,Champotón,19.35,-90.7167,75.9,90,75,6.4,MX,1660280422
437,Osmeña,10.5208,119.9258,84.36,69,42,2.64,PH,1660280424
438,Okhotsk,59.3833,143.3,60.8,86,99,7.43,RU,1660280425
439,Champerico,14.3,-91.9167,80.87,76,96,2.71,GT,1660280427
440,Bouca,6.5105,18.2733,68.97,99,100,2.55,CF,1660280428
441,Grand Island,40.925,-98.342,75.02,67,22,5.01,US,1660280429
442,Marovoay,-16.1,46.6333,72.54,50,0,11.03,MG,1660280431
443,Mazyr,52.0495,29.2456,65.64,79,56,10.58,BY,1660280432
444,Grand Baie,-20.0182,57.5802,70.45,68,93,11.99,MU,1660280375
445,Russell,32.3502,-85.1999,74.91,91,90,4.72,US,1660280414
446,Waipawa,-41.4122,175.5153,43.88,73,72,3.96,NZ,1660280436
447,Gresham,45.4982,-122.4315,75.43,64,6,1.19,US,1660280437
448,Santa Cruz de la Sierra,-17.8,-63.1667,58.46,72,0,6.91,BO,1660280375
449,Isla Vista,34.4133,-119.861,74.44,67,93,8.48,US,1660280243
450,Seguin,29.5688,-97.9647,80.38,87,100,1.01,US,1660280441
451,Mnogovershinnyy,53.9353,139.9242,57.7,87,100,1.57,RU,1660280442
452,Port Hueneme,34.1478,-119.1951,81.25,73,0,3.44,US,1660280443
453,Weligama,5.9667,80.4167,83.53,73,45,12.66,LK,1660280445
454,Soyo,-6.1349,12.3689,67.68,92,29,3.47,AO,1660280447
455,County Wicklow,53.0,-6.4167,50.95,90,4,3.36,IE,1660280449
456,Fuzhou,26.0614,119.3061,102.33,37,8,3.02,CN,1660280405
457,Ruwi,23.5996,58.5507,93.72,53,100,5.44,OM,1660280451
458,Arman',59.7,150.1667,71.02,83,99,5.75,RU,1660280453
459,Basti,26.8,82.7167,92.3,53,10,16.2,IN,1660280454
460,Molteno,-31.3968,26.3625,48.22,38,75,13.13,ZA,1660280455
461,Lompoc,34.6391,-120.4579,63.01,90,100,9.22,US,1660280284
462,Ndélé,8.4109,20.6473,69.37,99,100,2.71,CF,1660280458
463,Road Town,18.4167,-64.6167,81.32,75,96,18.43,VG,1660280254
464,Ambilobe,-13.2,49.05,75.81,46,4,8.5,MG,1660280461
465,Hervey Bay,-25.2986,152.8535,72.01,67,100,4.0,AU,1660280463
466,Broome,42.2506,-75.833,59.97,93,0,1.01,US,1660280465
467,Timizart,36.8,4.2667,75.81,31,0,4.68,DZ,1660280466
468,George Town,5.4112,100.3354,89.89,68,20,8.05,MY,1660280454
469,Paraíso,9.8383,-83.8656,66.88,100,100,1.16,CR,1660280469
470,Namalenga,-10.95,39.1,69.84,73,92,5.03,TZ,1660280471
471,Port-Gentil,-0.7193,8.7815,73.36,88,75,5.75,GA,1660280473
472,Shymkent,42.3,69.6,84.79,23,0,11.18,KZ,1660280415
473,Acapulco de Juárez,16.8634,-99.8901,80.22,82,99,2.17,MX,1660280441
474,Ambon City,-3.6954,128.1814,84.34,74,40,4.61,ID,1660280476
475,Iquique,-20.2208,-70.1431,58.03,74,2,1.39,CL,1660280478
476,Morro Bay,35.3658,-120.8499,70.57,72,82,2.62,US,1660280479
477,Nizwá,22.9333,57.5333,96.46,29,100,1.72,OM,1660280480
478,Pulaski,34.7668,-92.3001,77.09,74,2,5.01,US,1660280324
479,Vao,-22.6667,167.4833,68.86,60,10,20.42,NC,1660280483
480,Tikrit,34.6071,43.6782,91.45,38,0,19.69,IQ,1660280484
481,Alta Floresta,-9.8756,-56.0861,68.25,53,5,3.78,BR,1660280242
482,Iisaku Parish,59.1014,27.3081,62.94,80,68,7.92,EE,1660280486
483,Yar-Sale,66.8333,70.8333,52.65,86,100,18.25,RU,1660280488
484,Río Gallegos,-51.6226,-69.2181,34.66,91,78,10.6,AR,1660280489
485,Ouésso,1.6136,16.0517,69.6,94,93,2.55,CG,1660280490
486,Ostrovnoy,68.0531,39.5131,54.45,75,33,20.0,RU,1660280492
487,Polangi,11.5265,124.9212,88.2,63,65,5.61,PH,1660280493
488,Tornio,65.8481,24.1466,55.42,64,75,15.66,FI,1660280495
489,Iberia,29.9502,-91.7507,76.03,94,100,5.75,US,1660280496
490,Vangaindrano,-23.35,47.6,66.51,84,98,3.78,MG,1660280497
491,Sabang,5.8933,95.3214,82.81,72,89,14.88,ID,1660280499
492,Buala,-8.145,159.5921,82.49,73,82,3.09,SB,1660280500
493,Lahaina,20.8783,-156.6825,79.81,85,70,12.26,US,1660280412
494,Suşehri,40.1644,38.0867,68.2,58,6,2.21,TR,1660280502
495,Bichena,10.45,38.2,55.29,86,100,2.17,ET,1660280504
496,Taoudenni,22.6783,-3.9836,93.29,22,0,8.77,ML,1660280506
497,Chik,54.9928,82.4311,71.35,64,0,8.95,RU,1660280508
498,Nortelândia,-14.4547,-56.8028,60.8,46,0,1.05,BR,1660280509
499,Katobu,-4.9408,122.5276,81.43,84,36,5.86,ID,1660280511
500,Raudeberg,61.9875,5.1352,54.27,93,100,9.04,NO,1660280512
501,Ixtapa,20.7,-105.2,82.22,81,98,5.01,MX,1660280421
502,Dingle,10.9995,122.6711,86.14,72,84,4.72,PH,1660280515
503,Punta Alta,-38.8759,-62.0736,49.57,70,58,9.66,AR,1660280517
504,Jahāngīrābād,28.4167,78.1,91.2,53,15,15.32,IN,1660280518
505,Rājgarh,28.6333,75.3833,92.8,46,40,18.39,IN,1660280519
506,Iaçu,-12.7672,-40.2117,66.81,87,2,1.97,BR,1660280521
507,Lüderitz,-26.6481,15.1594,54.77,85,6,8.46,NA,1660280522
508,Bauchi,10.5,10.0,69.01,91,100,3.49,NG,1660280524
509,Santa Rosa,14.3122,121.1114,91.09,57,37,4.61,PH,1660280525
510,Dok Kham Tai,19.1624,99.9934,74.19,97,100,5.26,TH,1660280526
511,Constantine,36.365,6.6147,65.61,59,0,1.14,DZ,1660280301
512,Patea,-39.7583,174.4833,47.98,70,60,4.03,NZ,1660280529
513,Samaipata,-18.15,-63.8667,40.23,97,2,2.86,BO,1660280530
514,Verāval,20.9,70.3667,81.05,90,99,26.08,IN,1660280532
515,Maun,-19.9833,23.4167,55.18,32,0,5.1,BW,1660280533
516,Nizhniy Kuranakh,58.8353,125.4869,60.55,93,100,1.63,RU,1660280534
517,Antalaha,-14.9003,50.2788,68.81,87,96,9.91,MG,1660280536
518,Nantucket,41.2835,-70.0995,68.11,72,0,3.44,US,1660280537
519,Te Kauwhata,-37.4,175.15,54.27,66,5,3.85,NZ,1660280541
520,Campoverde,-8.4753,-74.8058,71.11,86,8,0.96,PE,1660280542
521,Narasannapeta,18.4167,84.05,88.97,61,98,6.17,IN,1660280543
522,Oro Valley,32.3909,-110.9665,84.38,64,91,1.99,US,1660280545
523,Nisibis,37.0778,41.2178,87.67,43,0,7.34,TR,1660280546
524,Kashin,57.3592,37.6081,59.94,67,100,6.49,RU,1660280547
525,Sisimiut,66.9395,-53.6735,40.77,90,68,7.25,GL,1660280549
526,Anjiang,27.3194,110.1031,96.04,45,56,4.97,CN,1660280550
527,Kangaatsiaq,68.3065,-53.4641,38.62,89,86,11.41,GL,1660280551
528,Kinsale,51.7075,-8.5306,63.77,67,20,6.91,IE,1660280553
529,Deputatsky,69.3,139.9,47.3,79,100,4.61,RU,1660280554
